 143
 5.00           103
 5.17           100
 5.35           114
 5.52           111
 5.70            91
 5.87           104
 6.05           118
 6.22           116
 6.40           115
 6.57           118
 6.75           114
 6.92           124
 7.10           127
 7.28           125
 7.45           133
 7.63           135
 7.80           130
 7.98           150
 8.15           163
 8.33           140
 8.50           156
 8.68           172
 8.85           171
 9.03           190
 9.21           183
 9.38           217
 9.56           252
 9.73           243
 9.91           274
10.08           292
10.26           343
10.43           321
10.61           356
10.78           386
10.96           406
11.14           427
11.31           411
11.49           457
11.66           427
11.84           485
12.01           624
12.19           783
12.36           913
12.54          1077
12.71          1114
12.89          1145
13.07          1090
13.24          1111
13.42          1174
13.59          1080
13.77          1163
13.94          1093
14.12          1210
14.29          1220
14.47          1176
14.64          1173
14.82          1153
14.99          1142
15.17          1181
15.35          1140
15.52          1121
15.70          1165
15.87          1137
16.05          1135
16.22          1066
16.40          1058
16.57           974
16.75          1047
16.92           998
17.10           945
17.28           984
17.45          1010
17.63          1098
17.80          1292
17.98          1991
18.15          2272
18.33          2035
18.50          1417
18.68          1087
18.85           952
19.03           989
19.21          1008
19.38           931
19.56           977
19.73           894
19.91          1038
20.08          1613
20.26          3926
20.43          6038
20.61          5091
20.78          2502
20.96          1134
21.14           729
21.31           635
21.49           617
21.66           603
21.84           538
22.01           562
22.19           557
22.36           514
22.54           520
22.71           491
22.89           515
23.07           453
23.24           465
23.42           485
23.59           437
23.77           432
23.94           450
24.12           427
24.29           432
24.47           414
24.64           424
24.82           411
24.99           421
25.17           419
25.35           432
25.52           413
25.70           403
25.87           432
26.05           382
26.22           372
26.40           364
26.57           374
26.75           389
26.92           348
27.10           344
27.28           362
27.45           359
27.63           333
27.80           329
27.98           388
28.15           339
28.33           345
28.50           340
28.68           369
28.85           357
29.03           342
29.21           346
29.38           356
29.56           316
29.73           342
29.91           277
