 143
 5.00            55
 5.17            55
 5.35            53
 5.52            62
 5.70            74
 5.87            73
 6.05            54
 6.22            54
 6.40            70
 6.57            85
 6.75            70
 6.92            61
 7.10            75
 7.28            84
 7.45            74
 7.63            74
 7.80            91
 7.98            80
 8.15            88
 8.33            85
 8.50            83
 8.68            84
 8.85           108
 9.03            86
 9.21            99
 9.38           104
 9.56           128
 9.73           131
 9.91           108
10.08           134
10.26           177
10.43           169
10.61           173
10.78           164
10.96           184
11.14           174
11.31           184
11.49           158
11.66           212
11.84           182
12.01           193
12.19           193
12.36           188
12.54           299
12.71           432
12.89           550
13.07           720
13.24           794
13.42           801
13.59           746
13.77           756
13.94           782
14.12           737
14.29           669
14.47           745
14.64           727
14.82           704
14.99           756
15.17           753
15.35           661
15.52           643
15.70           639
15.87           663
16.05           607
16.22           632
16.40           563
16.57           586
16.75           576
16.92           536
17.10           500
17.28           499
17.45           471
17.63           551
17.80           662
17.98           878
18.15           998
18.33           873
18.50           620
18.68           496
18.85           461
19.03           412
19.21           451
19.38           420
19.56           418
19.73           438
19.91           378
20.08           599
20.26          1176
20.43          1673
20.61          1654
20.78           927
20.96           469
21.14           322
21.31           334
21.49           286
21.66           290
21.84           254
22.01           231
22.19           259
22.36           253
22.54           246
22.71           226
22.89           218
23.07           211
23.24           215
23.42           216
23.59           258
23.77           208
23.94           195
24.12           206
24.29           187
24.47           195
24.64           216
24.82           200
24.99           195
25.17           207
25.35           196
25.52           214
25.70           226
25.87           244
26.05           247
26.22           231
26.40           222
26.57           252
26.75           223
26.92           224
27.10           223
27.28           220
27.45           216
27.63           224
27.80           207
27.98           201
28.15           201
28.33           198
28.50           245
28.68           207
28.85           214
29.03           181
29.21           218
29.38           164
29.56           191
29.73           196
29.91           207
