 143
 5.00            74
 5.17            71
 5.35            72
 5.52            68
 5.70            85
 5.87            61
 6.05            67
 6.22            68
 6.40            78
 6.57            72
 6.75            72
 6.92            95
 7.10            96
 7.28            87
 7.45            92
 7.63            88
 7.80            94
 7.98           105
 8.15           100
 8.33           114
 8.50            93
 8.68           125
 8.85           113
 9.03           136
 9.21           129
 9.38           146
 9.56           167
 9.73           168
 9.91           177
10.08           208
10.26           212
10.43           223
10.61           219
10.78           252
10.96           274
11.14           271
11.31           290
11.49           303
11.66           285
11.84           307
12.01           297
12.19           286
12.36           307
12.54           271
12.71           280
12.89           321
13.07           291
13.24           258
13.42           301
13.59           288
13.77           400
13.94           567
14.12           785
14.29           955
14.47           989
14.64          1011
14.82          1023
14.99           961
15.17           973
15.35          1008
15.52           966
15.70           948
15.87           937
16.05           977
16.22           935
16.40           877
16.57           856
16.75           787
16.92           811
17.10           790
17.28           827
17.45           825
17.63           899
17.80          1022
17.98          1542
18.15          1874
18.33          1592
18.50          1182
18.68           882
18.85           789
19.03           770
19.21           740
19.38           672
19.56           728
19.73           690
19.91           678
20.08          1219
20.26          2627
20.43          4343
20.61          4419
20.78          2223
20.96           909
21.14           522
21.31           512
21.49           494
21.66           433
21.84           475
22.01           434
22.19           431
22.36           388
22.54           389
22.71           423
22.89           348
23.07           318
23.24           344
23.42           372
23.59           332
23.77           313
23.94           314
24.12           336
24.29           327
24.47           276
24.64           293
24.82           283
24.99           289
25.17           267
25.35           316
25.52           279
25.70           253
25.87           282
26.05           235
26.22           276
26.40           250
26.57           238
26.75           234
26.92           230
27.10           238
27.28           246
27.45           202
27.63           225
27.80           235
27.98           230
28.15           277
28.33           264
28.50           264
28.68           294
28.85           281
29.03           262
29.21           261
29.38           257
29.56           280
29.73           258
29.91           305
