 143
 5.00           363
 5.17           393
 5.35           365
 5.52           418
 5.70           460
 5.87           359
 6.05           379
 6.22           398
 6.40           379
 6.57           338
 6.75           386
 6.92           411
 7.10           407
 7.28           426
 7.45           414
 7.63           398
 7.80           439
 7.98           437
 8.15           437
 8.33           466
 8.50           482
 8.68           460
 8.85           444
 9.03           475
 9.21           470
 9.38           498
 9.56           504
 9.73           488
 9.91           528
10.08           539
10.26           558
10.43           605
10.61           600
10.78           627
10.96           639
11.14           703
11.31           744
11.49           765
11.66           861
11.84           862
12.01           936
12.19           973
12.36          1050
12.54           967
12.71          1043
12.89          1051
13.07          1102
13.24          1116
13.42          1133
13.59          1097
13.77          1204
13.94          1122
14.12          1059
14.29          1075
14.47          1098
14.64          1078
14.82          1085
14.99          1050
15.17          1047
15.35          1044
15.52          1083
15.70          1044
15.87          1044
16.05          1072
16.22          1093
16.40          1036
16.57          1079
16.75          1046
16.92          1041
17.10          1040
17.28           993
17.45           944
17.63           964
17.80           923
17.98           913
18.15           910
18.33           918
18.50           935
18.68           980
18.85          1044
19.03          1240
19.21          1293
19.38          1121
19.56           938
19.73           883
19.91           958
20.08           873
20.26           896
20.43           891
20.61           960
20.78           877
20.96           901
21.14          1083
21.31          1397
21.49          1612
21.66          1214
21.84           847
22.01           780
22.19           750
22.36           808
22.54           791
22.71           730
22.89           865
23.07           976
23.24          1170
23.42          1172
23.59          1241
23.77          1222
23.94          1169
24.12          1065
24.29          1088
24.47          1098
24.64          1059
24.82          1062
24.99          1047
25.17          1017
25.35          1005
25.52           973
25.70           911
25.87           949
26.05           886
26.22           872
26.40           873
26.57           863
26.75           862
26.92           791
27.10           841
27.28           786
27.45           744
27.63           745
27.80           720
27.98           720
28.15           671
28.33           660
28.50           677
28.68           631
28.85           703
29.03           620
29.21           624
29.38           612
29.56           623
29.73           572
29.91           624
