 143
 5.00            48
 5.17            37
 5.35            44
 5.52            38
 5.70            54
 5.87            33
 6.05            50
 6.22            34
 6.40            42
 6.57            48
 6.75            52
 6.92            53
 7.10            52
 7.28            50
 7.45            40
 7.63            39
 7.80            40
 7.98            55
 8.15            50
 8.33            46
 8.50            49
 8.68            44
 8.85            57
 9.03            54
 9.21            56
 9.38            70
 9.56            73
 9.73            80
 9.91            83
10.08            92
10.26            99
10.43           123
10.61           115
10.78           100
10.96           117
11.14           134
11.31           114
11.49           115
11.66           113
11.84           110
12.01           106
12.19           104
12.36           110
12.54           102
12.71            95
12.89           100
13.07            64
13.24            92
13.42            93
13.59            87
13.77           101
13.94            80
14.12            83
14.29            79
14.47            99
14.64            74
14.82            82
14.99            79
15.17            88
15.35            74
15.52           102
15.70            91
15.87            88
16.05            88
16.22            91
16.40            95
16.57           109
16.75           113
16.92           115
17.10           108
17.28           120
17.45           150
17.63           265
17.80           492
17.98           811
18.15          1150
18.33          1068
18.50           723
18.68           487
18.85           457
19.03           408
19.21           422
19.38           393
19.56           387
19.73           371
19.91           456
20.08           660
20.26          1433
20.43          1974
20.61          1915
20.78          1091
20.96           448
21.14           262
21.31           240
21.49           215
21.66           206
21.84           210
22.01           193
22.19           180
22.36           181
22.54           165
22.71           169
22.89           163
23.07           136
23.24           144
23.42           123
23.59           128
23.77           118
23.94           109
24.12           112
24.29           111
24.47           103
24.64           101
24.82            97
24.99           101
25.17            68
25.35            88
25.52            88
25.70            77
25.87            74
26.05            76
26.22            84
26.40            83
26.57            71
26.75            69
26.92            56
27.10            60
27.28            59
27.45            70
27.63            60
27.80            61
27.98            63
28.15            72
28.33            73
28.50            77
28.68            68
28.85            58
29.03            65
29.21            73
29.38            72
29.56            79
29.73            52
29.91            63
