 143
 5.00           250
 5.17           248
 5.35           257
 5.52           249
 5.70           237
 5.87           240
 6.05           222
 6.22           253
 6.40           252
 6.57           242
 6.75           264
 6.92           267
 7.10           280
 7.28           292
 7.45           319
 7.63           277
 7.80           264
 7.98           279
 8.15           292
 8.33           292
 8.50           297
 8.68           298
 8.85           295
 9.03           302
 9.21           327
 9.38           341
 9.56           341
 9.73           363
 9.91           388
10.08           384
10.26           427
10.43           460
10.61           504
10.78           490
10.96           496
11.14           550
11.31           617
11.49           642
11.66           658
11.84           695
12.01           726
12.19           730
12.36           787
12.54           757
12.71           798
12.89           867
13.07           918
13.24           946
13.42           951
13.59           924
13.77           935
13.94           950
14.12           886
14.29           903
14.47           945
14.64           893
14.82           910
14.99           839
15.17           880
15.35           832
15.52           793
15.70           858
15.87           873
16.05           808
16.22           841
16.40           792
16.57           801
16.75           762
16.92           797
17.10           797
17.28           786
17.45           727
17.63           721
17.80           735
17.98           715
18.15           684
18.33           697
18.50           693
18.68           743
18.85           887
19.03          1104
19.21          1104
19.38           917
19.56           723
19.73           598
19.91           681
20.08           638
20.26           620
20.43           603
20.61           656
20.78           644
20.96           724
21.14          1019
21.31          1534
21.49          1945
21.66          1310
21.84           674
22.01           541
22.19           527
22.36           514
22.54           493
22.71           512
22.89           492
23.07           535
23.24           475
23.42           477
23.59           497
23.77           451
23.94           499
24.12           406
24.29           453
24.47           427
24.64           438
24.82           434
24.99           430
25.17           400
25.35           438
25.52           370
25.70           369
25.87           389
26.05           433
26.22           411
26.40           389
26.57           419
26.75           429
26.92           420
27.10           409
27.28           377
27.45           430
27.63           448
27.80           442
27.98           420
28.15           421
28.33           439
28.50           403
28.68           417
28.85           394
29.03           408
29.21           373
29.38           417
29.56           354
29.73           386
29.91           374
