1.000E-03 4.592E+03 
1.500E-03 1.780E+03 
2.000E-03 8.835E+02 
2.371E-03 5.788E+02 
2.371E-03 2.175E+03 
2.417E-03 2.048E+03 
2.465E-03 1.930E+03 
2.465E-03 2.688E+03 
2.579E-03 2.407E+03 
2.698E-03 2.156E+03 
2.698E-03 2.464E+03 
3.000E-03 1.901E+03 
4.000E-03 9.120E+02 
5.000E-03 5.094E+02 
6.000E-03 3.137E+02 
8.000E-03 1.441E+02 
1.000E-02 7.811E+01 
1.500E-02 2.522E+01 
1.899E-02 1.296E+01 
1.899E-02 8.666E+01 
2.000E-02 7.603E+01 
3.000E-02 2.600E+01 
4.000E-02 1.176E+01 
5.000E-02 6.276E+00 
6.000E-02 3.729E+00 
8.000E-02 1.620E+00 
1.000E-01 8.427E-01 
1.500E-01 2.549E-01 
2.000E-01 1.094E-01 
3.000E-01 3.402E-02 
4.000E-01 1.539E-02 
5.000E-01 8.582E-03 
6.000E-01 5.452E-03 
8.000E-01 2.802E-03 
1.000E+00 1.746E-03 
1.022E+00 1.661E-03 
1.250E+00 1.121E-03 
1.500E+00 8.051E-04 
2.000E+00 4.921E-04 
2.044E+00 4.749E-04 
3.000E+00 2.632E-04 
4.000E+00 1.755E-04 
5.000E+00 1.304E-04 
6.000E+00 1.033E-04 
7.000E+00 8.524E-05 
8.000E+00 7.253E-05 
9.000E+00 6.301E-05 
1.000E+01 5.569E-05 
1.100E+01 4.987E-05 
1.200E+01 4.513E-05 
1.300E+01 4.121E-05 
1.400E+01 3.791E-05 
1.500E+01 3.510E-05 
1.600E+01 3.267E-05 
1.800E+01 2.869E-05 
2.000E+01 2.557E-05 
2.200E+01 2.306E-05 
2.400E+01 2.100E-05 
2.600E+01 1.927E-05 
2.800E+01 1.781E-05 
3.000E+01 1.655E-05 
4.000E+01 1.222E-05 
5.000E+01 9.691E-06 
6.000E+01 8.031E-06 
8.000E+01 5.975E-06 
1.000E+02 4.758E-06 
1.500E+02 3.152E-06 
2.000E+02 2.357E-06 
3.000E+02 1.566E-06 
4.000E+02 1.173E-06 
5.000E+02 9.373E-07 
6.000E+02 7.804E-07 
8.000E+02 5.851E-07 
1.000E+03 4.679E-07 
1.500E+03 3.117E-07 
2.000E+03 2.337E-07 
3.000E+03 1.558E-07 
4.000E+03 1.168E-07 
5.000E+03 9.340E-08 
6.000E+03 7.785E-08 
8.000E+03 5.838E-08 
1.000E+04 4.670E-08 
1.500E+04 3.113E-08 
2.000E+04 2.335E-08 
3.000E+04 1.556E-08 
4.000E+04 1.167E-08 
5.000E+04 9.340E-09 
6.000E+04 7.785E-09 
8.000E+04 5.837E-09 
1.000E+05 4.670E-09 
