# X_shifted    Y
4.935805e+00 5.500000e+01
5.105805e+00 5.500000e+01
5.285805e+00 5.300000e+01
5.455805e+00 6.200000e+01
5.635805e+00 7.400000e+01
5.805805e+00 7.300000e+01
5.985805e+00 5.400000e+01
6.155805e+00 5.400000e+01
6.335805e+00 7.000000e+01
6.505805e+00 8.500000e+01
6.685805e+00 7.000000e+01
6.855805e+00 6.100000e+01
7.035805e+00 7.500000e+01
7.215805e+00 8.400000e+01
7.385805e+00 7.400000e+01
7.565805e+00 7.400000e+01
7.735805e+00 9.100000e+01
7.915805e+00 8.000000e+01
8.085805e+00 8.800000e+01
8.265805e+00 8.500000e+01
8.435805e+00 8.300000e+01
8.615805e+00 8.400000e+01
8.785805e+00 1.080000e+02
8.965805e+00 8.600000e+01
9.145805e+00 9.900000e+01
9.315805e+00 1.040000e+02
9.495805e+00 1.280000e+02
9.665805e+00 1.310000e+02
9.845805e+00 1.080000e+02
1.001581e+01 1.340000e+02
1.019581e+01 1.770000e+02
1.036580e+01 1.690000e+02
1.054580e+01 1.730000e+02
1.071580e+01 1.640000e+02
1.089580e+01 1.840000e+02
1.107581e+01 1.740000e+02
1.124581e+01 1.840000e+02
1.142581e+01 1.580000e+02
1.159581e+01 2.120000e+02
1.177581e+01 1.820000e+02
1.194581e+01 1.930000e+02
1.212580e+01 1.930000e+02
1.229580e+01 1.880000e+02
1.247580e+01 2.990000e+02
1.264580e+01 4.320000e+02
1.282581e+01 5.500000e+02
1.300581e+01 7.200000e+02
1.317581e+01 7.940000e+02
1.335581e+01 8.010000e+02
1.352581e+01 7.460000e+02
1.370580e+01 7.560000e+02
1.387580e+01 7.820000e+02
1.405580e+01 7.370000e+02
1.422580e+01 6.690000e+02
1.440581e+01 7.450000e+02
1.457581e+01 7.270000e+02
1.475581e+01 7.040000e+02
1.492581e+01 7.560000e+02
1.510581e+01 7.530000e+02
1.528580e+01 6.610000e+02
1.545580e+01 6.430000e+02
1.563580e+01 6.390000e+02
1.580580e+01 6.630000e+02
1.598580e+01 6.070000e+02
1.615581e+01 6.320000e+02
1.633581e+01 5.630000e+02
1.650580e+01 5.860000e+02
1.668580e+01 5.760000e+02
1.685581e+01 5.360000e+02
1.703580e+01 5.000000e+02
1.721580e+01 4.990000e+02
1.738581e+01 4.710000e+02
1.756581e+01 5.510000e+02
1.773580e+01 6.620000e+02
1.791580e+01 8.780000e+02
1.808581e+01 9.980000e+02
1.826581e+01 8.730000e+02
1.843580e+01 6.200000e+02
1.861581e+01 4.960000e+02
1.878580e+01 4.610000e+02
1.896580e+01 4.120000e+02
1.914580e+01 4.510000e+02
1.931581e+01 4.200000e+02
1.949581e+01 4.180000e+02
1.966580e+01 4.380000e+02
1.984580e+01 3.780000e+02
2.001581e+01 5.990000e+02
2.019581e+01 1.176000e+03
2.036581e+01 1.673000e+03
2.054581e+01 1.654000e+03
2.071580e+01 9.270000e+02
2.089580e+01 4.690000e+02
2.107580e+01 3.220000e+02
2.124581e+01 3.340000e+02
2.142581e+01 2.860000e+02
2.159580e+01 2.900000e+02
2.177580e+01 2.540000e+02
2.194581e+01 2.310000e+02
2.212580e+01 2.590000e+02
2.229581e+01 2.530000e+02
2.247581e+01 2.460000e+02
2.264580e+01 2.260000e+02
2.282580e+01 2.180000e+02
2.300580e+01 2.110000e+02
2.317581e+01 2.150000e+02
2.335581e+01 2.160000e+02
2.352580e+01 2.580000e+02
2.370581e+01 2.080000e+02
2.387580e+01 1.950000e+02
2.405580e+01 2.060000e+02
2.422581e+01 1.870000e+02
2.440581e+01 1.950000e+02
2.457580e+01 2.160000e+02
2.475580e+01 2.000000e+02
2.492581e+01 1.950000e+02
2.510581e+01 2.070000e+02
2.528580e+01 1.960000e+02
2.545581e+01 2.140000e+02
2.563581e+01 2.260000e+02
2.580580e+01 2.440000e+02
2.598580e+01 2.470000e+02
2.615581e+01 2.310000e+02
2.633581e+01 2.220000e+02
2.650580e+01 2.520000e+02
2.668580e+01 2.230000e+02
2.685581e+01 2.240000e+02
2.703580e+01 2.230000e+02
2.721580e+01 2.200000e+02
2.738581e+01 2.160000e+02
2.756581e+01 2.240000e+02
2.773580e+01 2.070000e+02
2.791580e+01 2.010000e+02
2.808581e+01 2.010000e+02
2.826581e+01 1.980000e+02
2.843580e+01 2.450000e+02
2.861581e+01 2.070000e+02
2.878580e+01 2.140000e+02
2.896580e+01 1.810000e+02
2.914580e+01 2.180000e+02
2.931581e+01 1.640000e+02
2.949581e+01 1.910000e+02
2.966580e+01 1.960000e+02
2.984580e+01 2.070000e+02
