 143
 5.00           109
 5.17           124
 5.35           113
 5.52           150
 5.70           124
 5.87           120
 6.05           132
 6.22           132
 6.40           125
 6.57           120
 6.75           125
 6.92           135
 7.10           137
 7.28           143
 7.45           140
 7.63           161
 7.80           169
 7.98           170
 8.15           153
 8.33           159
 8.50           157
 8.68           158
 8.85           184
 9.03           163
 9.21           152
 9.38           168
 9.56           184
 9.73           173
 9.91           194
10.08           206
10.26           226
10.43           214
10.61           243
10.78           233
10.96           277
11.14           302
11.31           327
11.49           312
11.66           345
11.84           391
12.01           364
12.19           399
12.36           401
12.54           395
12.71           394
12.89           411
13.07           471
13.24           415
13.42           448
13.59           462
13.77           396
13.94           445
14.12           432
14.29           401
14.47           429
14.64           385
14.82           408
14.99           404
15.17           385
15.35           418
15.52           395
15.70           416
15.87           452
16.05           424
16.22           392
16.40           405
16.57           354
16.75           397
16.92           380
17.10           345
17.28           396
17.45           375
17.63           330
17.80           380
17.98           359
18.15           380
18.33           405
18.50           408
18.68           396
18.85           423
19.03           477
19.21           426
19.38           438
19.56           397
19.73           375
19.91           425
20.08           403
20.26           488
20.43           532
20.61           662
20.78          1009
20.96          1657
21.14          3894
21.31          5808
21.49          2899
21.66           926
21.84           605
22.01           604
22.19           623
22.36           574
22.54           598
22.71           563
22.89           595
23.07           562
23.24           526
23.42           519
23.59           476
23.77           498
23.94           452
24.12           427
24.29           501
24.47           450
24.64           422
24.82           408
24.99           421
25.17           416
25.35           386
25.52           384
25.70           363
25.87           372
26.05           363
26.22           392
26.40           359
26.57           311
26.75           338
26.92           339
27.10           319
27.28           299
27.45           282
27.63           267
27.80           270
27.98           285
28.15           255
28.33           264
28.50           257
28.68           277
28.85           293
29.03           230
29.21           211
29.38           275
29.56           216
29.73           250
29.91           235
